CustomerID,total_spent,num_orders,total_items,last_purchase,heavy_multibuy_count,total_basket_value,avg_basket_value,days_since,segment
13871,6403.25,13,2806,2011-11-17 10:49:00,134,187966.3,559.42,22,MultiBuy
13873,389.6,3,140,2011-08-12 10:08:00,3,3045.6,132.42,119,Repeat
13874,540.45,1,180,2010-12-16 18:20:00,6,9728.1,540.45,357,Lapsed
13875,1786.79,5,1316,2011-10-17 09:36:00,81,37279.29,358.45,53,MultiBuy
13876,122.7,1,36,2011-10-07 10:22:00,1,858.9,122.7,63,Active
13877,117.24,1,108,2011-09-14 15:49:00,3,351.72,117.24,85,Active
13878,1271.57,1,463,2011-10-16 12:19:00,20,44504.95,1271.57,54,MultiBuy
13880,3219.77,13,1842,2011-11-18 13:44:00,104,46457.09,281.56,20,MultiBuy
13881,17159.52,20,10118,2011-12-06 12:50:00,164,187659.0,1054.26,3,MultiBuy
13882,1191.13,5,953,2011-12-07 11:16:00,39,19885.94,305.94,2,MultiBuy
13883,2674.48,5,1436,2011-11-29 10:45:00,63,103743.65,730.59,10,MultiBuy
13884,787.6,5,300,2011-12-02 16:30:00,9,16670.65,282.55,6,Repeat
13885,506.8,2,182,2011-06-03 15:07:00,6,9718.7,347.1,188,Repeat
13886,243.56,1,126,2011-09-29 13:17:00,8,3896.96,243.56,70,Active
13887,349.55,1,147,2011-05-19 17:22:00,6,6641.45,349.55,203,Lapsed
13888,595.67,2,254,2011-08-12 10:13:00,12,11683.84,299.59,119,MultiBuy
13889,416.9,1,146,2011-09-08 09:13:00,5,6253.5,416.9,92,Active
13890,1883.81,10,831,2011-12-08 15:36:00,36,23153.94,210.49,0,MultiBuy
13892,632.97,4,983,2011-11-13 11:50:00,24,7742.25,286.75,26,MultiBuy
13893,821.1,1,190,2011-02-15 11:30:00,4,17243.1,821.1,297,Lapsed
13894,564.62,3,354,2011-11-16 09:44:00,14,6087.89,225.48,23,MultiBuy
13895,2593.07,4,1365,2011-11-11 16:57:00,61,83255.48,705.55,27,MultiBuy
13897,311.16,1,200,2011-10-20 14:30:00,13,5289.72,311.16,49,MultiBuy
13898,155.93,1,133,2011-01-18 10:28:00,6,1871.16,155.93,325,Lapsed
13899,388.52,2,156,2011-11-23 13:40:00,6,4837.58,254.61,15,Repeat
13900,740.95,3,430,2011-06-09 19:26:00,23,15476.4,359.92,182,MultiBuy
13901,2867.2,5,1739,2011-09-28 14:48:00,80,145952.3,979.55,71,MultiBuy
13904,332.64,2,332,2011-11-02 13:41:00,19,4602.72,177.03,36,MultiBuy
13908,2319.55,4,1477,2011-09-21 11:49:00,61,76981.88,636.21,79,MultiBuy
13911,2580.91,9,2731,2011-10-13 15:43:00,90,48492.75,327.65,56,MultiBuy
13914,626.45,2,380,2011-11-28 10:35:00,18,10328.58,312.99,11,MultiBuy
13917,272.04,2,228,2011-10-21 09:56:00,13,3013.48,167.42,49,MultiBuy
13918,1212.84,2,1140,2011-10-21 12:25:00,25,23907.68,796.92,49,MultiBuy
13919,348.81,2,472,2011-10-11 14:24:00,19,4617.51,177.6,58,MultiBuy
13922,172.25,1,93,2010-12-23 10:38:00,3,1205.75,172.25,351,Lapsed
13923,351.13,1,185,2011-10-17 12:33:00,14,7022.6,351.13,53,MultiBuy
13924,1838.85,6,1575,2011-12-08 09:39:00,64,49093.66,419.6,1,MultiBuy
13925,678.25,4,331,2011-09-08 12:47:00,12,11325.64,276.24,92,MultiBuy
13926,223.85,1,104,2011-11-16 13:16:00,5,2462.35,223.85,22,Active
13927,348.99,1,214,2011-09-26 12:00:00,12,7328.79,348.99,74,MultiBuy
13928,464.57,4,129,2011-11-29 10:33:00,5,3188.16,118.08,10,Repeat
13929,842.65,2,143,2011-06-23 15:26:00,6,3834.3,426.03,168,Repeat
13930,337.34,2,274,2011-10-13 09:45:00,13,2991.38,175.96,57,MultiBuy
13931,1237.53,2,725,2011-09-05 10:12:00,44,40218.36,693.42,95,MultiBuy
13932,307.4,1,72,2011-02-18 12:02:00,2,4918.4,307.4,294,Lapsed
13933,608.79,2,205,2011-08-22 14:03:00,12,6984.06,303.65,108,MultiBuy
13934,922.1,1,390,2011-03-21 08:39:00,21,28585.1,922.1,263,MultiBuy
13936,376.58,1,330,2011-06-13 08:47:00,20,9791.08,376.58,179,MultiBuy
13937,158.85,1,123,2011-06-23 16:35:00,8,1429.65,158.85,168,Active
13938,71.66,1,70,2011-11-04 14:37:00,3,501.62,71.66,34,Active
13939,568.55,3,847,2011-11-16 13:33:00,40,8701.36,193.36,22,MultiBuy
13940,839.14,4,516,2011-11-22 15:15:00,25,10284.66,209.89,16,MultiBuy
13941,5112.96,5,2364,2011-11-18 09:43:00,38,46155.0,1025.67,21,MultiBuy
13946,561.57,3,443,2011-09-21 13:33:00,9,2371.2,215.56,78,Repeat
13947,90.6,1,44,2011-10-05 14:42:00,3,453.0,90.6,64,Active
13948,102.0,1,40,2010-12-14 10:18:00,2,306.0,102.0,360,Lapsed
13949,2427.32,6,2474,2011-12-07 09:35:00,129,69936.58,437.1,2,MultiBuy
13950,730.06,4,322,2011-11-28 14:44:00,17,6457.55,189.93,10,MultiBuy
13951,674.45,3,459,2011-06-16 16:43:00,17,9729.32,249.47,175,MultiBuy
13952,3251.07,2,1431,2011-05-06 09:00:00,56,243142.32,1774.76,217,MultiBuy
13953,3515.68,7,2724,2011-12-02 16:04:00,13,8464.12,423.21,6,MultiBuy
13954,439.92,2,150,2011-12-08 12:50:00,6,5506.45,220.26,1,Repeat
13955,322.96,2,154,2011-07-08 17:19:00,7,4849.02,146.94,153,Repeat
13956,1019.27,5,486,2011-12-04 13:20:00,12,35669.17,242.65,4,MultiBuy
13959,594.04,3,355,2011-09-21 15:06:00,11,20014.04,222.38,78,MultiBuy
13960,230.22,2,142,2011-11-18 15:27:00,8,1329.36,110.78,20,Repeat
13962,169.55,2,87,2011-11-18 08:47:00,3,1031.0,93.73,21,Repeat
13963,664.54,4,460,2011-02-04 14:43:00,15,6192.86,176.94,307,MultiBuy
13967,80.7,1,42,2011-07-17 12:02:00,1,161.4,80.7,145,Active
13969,9024.17,18,4528,2011-12-02 15:11:00,175,432558.99,698.8,6,MultiBuy
13971,2758.26,8,1844,2011-11-21 12:06:00,93,51863.26,348.08,18,MultiBuy
13972,190.25,2,187,2011-09-30 11:54:00,6,1579.2,105.28,70,Repeat
13973,264.7,1,109,2011-02-25 15:21:00,5,2911.7,264.7,286,Lapsed
13974,413.59,1,249,2011-10-21 14:41:00,17,11580.52,413.59,48,MultiBuy
13975,2461.24,6,1697,2011-11-08 13:19:00,44,184346.65,560.32,30,MultiBuy
13976,357.98,1,154,2011-05-17 09:13:00,5,3579.8,357.98,206,Lapsed
13978,196.79,2,315,2011-11-25 11:36:00,9,2263.66,150.91,14,Repeat
13979,869.87,1,639,2011-09-27 13:32:00,41,46972.98,869.87,72,MultiBuy
13980,200.14,1,172,2011-10-10 13:34:00,5,2201.54,200.14,59,Active
13982,1871.81,4,1136,2011-10-31 16:24:00,47,54875.2,494.37,38,MultiBuy
13983,2603.43,12,1183,2011-11-10 11:06:00,48,32517.12,303.9,29,MultiBuy
13984,920.51,5,679,2011-11-13 12:38:00,11,2335.2,145.95,26,MultiBuy
13985,7060.13,15,3445,2011-12-05 17:06:00,217,189196.84,542.11,3,MultiBuy
13986,320.46,1,430,2011-11-22 15:00:00,8,4165.98,320.46,16,Active
13988,4147.96,6,3044,2011-11-20 10:15:00,138,182967.79,781.91,19,MultiBuy
13989,1266.08,2,1313,2011-10-05 09:47:00,26,27272.79,665.19,65,MultiBuy
13990,311.3,1,190,2011-05-10 15:19:00,10,4980.8,311.3,212,MultiBuy
13991,851.88,6,994,2011-11-27 16:18:00,41,14209.21,175.42,11,MultiBuy
13992,76.8,1,64,2011-11-09 15:23:00,5,384.0,76.8,29,Active
13993,3451.36,9,899,2011-10-28 09:06:00,43,49767.93,414.73,42,MultiBuy
13994,2274.14,6,932,2011-12-06 11:05:00,37,85966.0,580.85,3,MultiBuy
13995,1393.69,5,879,2011-11-24 14:22:00,64,26706.9,310.55,14,MultiBuy
13999,3901.81,12,2243,2011-11-29 13:40:00,138,67993.92,326.89,9,MultiBuy
14000,635.66,1,710,2011-05-12 16:50:00,12,9534.9,635.66,210,MultiBuy
14001,2043.08,3,962,2011-10-25 10:31:00,27,28838.76,739.46,45,MultiBuy
14002,529.73,2,877,2011-07-28 15:55:00,34,13210.08,281.07,133,MultiBuy
14004,4582.64,7,2668,2011-10-27 14:40:00,124,121379.86,709.82,42,MultiBuy
14005,2874.72,5,2478,2011-11-30 12:41:00,73,71025.36,845.54,9,MultiBuy
14006,962.19,3,641,2011-08-16 09:39:00,25,9781.53,326.05,115,MultiBuy
14009,695.61,2,365,2011-05-25 15:47:00,20,14806.44,352.53,197,MultiBuy
14012,328.8,1,160,2011-03-07 12:26:00,6,3616.8,328.8,277,Lapsed
14013,473.02,3,462,2011-08-21 15:01:00,25,5644.6,166.02,109,MultiBuy
14014,505.18,1,1076,2011-09-23 13:18:00,38,19702.02,505.18,76,MultiBuy
14015,917.34,1,378,2011-10-18 10:02:00,13,18346.8,917.34,52,MultiBuy
14016,4291.21,4,2124,2011-07-01 11:29:00,92,173444.98,1084.03,161,MultiBuy
14019,1421.61,3,1037,2011-10-24 10:13:00,41,31589.25,478.62,46,MultiBuy
14020,642.8,2,441,2011-11-23 09:22:00,23,12505.38,320.65,16,MultiBuy
14021,631.9,3,192,2011-07-07 15:46:00,9,5659.5,257.25,154,Repeat
14022,440.0,1,487,2011-04-28 14:39:00,25,12320.0,440.0,224,MultiBuy
14023,584.07,2,345,2011-12-02 13:58:00,14,9034.19,291.43,6,MultiBuy
14024,327.7,2,150,2011-08-10 11:30:00,9,3607.6,225.48,121,Repeat
14027,104.82,1,62,2011-10-10 09:01:00,5,628.92,104.82,60,Active
14029,467.66,2,198,2011-10-07 14:46:00,7,3713.34,247.56,62,Repeat
14030,2358.84,8,1478,2011-11-21 16:48:00,63,88248.78,364.66,17,MultiBuy
14031,17286.86,19,5788,2011-12-02 17:13:00,148,251665.83,1006.66,6,MultiBuy
14032,2975.59,11,2032,2011-12-07 15:23:00,95,42672.59,298.41,1,MultiBuy
14034,648.89,3,420,2011-11-17 14:02:00,12,21180.17,246.28,21,MultiBuy
14035,1413.02,5,738,2011-11-11 10:03:00,27,20084.88,309.0,28,MultiBuy
14036,626.65,1,268,2011-02-28 09:26:00,15,23812.7,626.65,284,MultiBuy
14037,147.2,2,46,2011-06-16 13:57:00,0,2977.6,106.34,175,Repeat
14038,1560.38,3,965,2011-09-22 13:37:00,70,52433.32,569.93,77,MultiBuy
14039,152.2,1,92,2011-11-06 13:48:00,5,913.2,152.2,32,Active
14040,3560.32,12,1544,2011-10-30 12:42:00,54,94407.8,412.26,40,MultiBuy
14041,141.41,1,94,2011-03-18 13:25:00,3,2969.61,141.41,265,Lapsed
14044,646.42,4,304,2011-11-13 12:05:00,0,35417.91,171.93,26,Repeat
14045,1659.75,4,535,2011-08-22 15:27:00,6,3025.35,504.22,108,Repeat
14046,151.59,1,443,2011-02-28 14:48:00,11,1970.67,151.59,283,MultiBuy
14047,1308.61,5,381,2011-12-01 11:43:00,14,9978.11,311.82,8,MultiBuy
14048,409.93,1,288,2011-02-07 14:53:00,3,34844.05,409.93,304,Lapsed
14049,5578.72,4,3808,2011-11-23 12:20:00,162,876297.94,1833.26,16,MultiBuy
14050,746.36,2,689,2011-11-08 10:00:00,40,22407.72,414.96,31,MultiBuy
14051,15595.39,23,3755,2011-12-09 10:20:00,187,152879.26,731.48,0,MultiBuy
14052,225.36,1,89,2011-11-20 12:30:00,1,12620.16,225.36,19,Active
14053,260.25,2,215,2011-08-07 14:27:00,4,568.75,142.19,123,Repeat
14054,92.46,1,62,2011-10-05 15:49:00,6,554.76,92.46,64,Active
14055,725.64,1,216,2011-08-25 15:04:00,4,7256.4,725.64,105,Active
14056,8152.71,23,4252,2011-12-08 13:36:00,95,472670.73,434.44,0,MultiBuy
14057,6211.66,17,4873,2011-11-16 10:32:00,182,135879.31,480.14,23,MultiBuy
14059,183.6,1,128,2011-03-18 10:06:00,6,1468.8,183.6,266,Lapsed
14060,6140.42,19,5386,2011-12-05 12:29:00,173,73498.24,363.85,4,MultiBuy
14062,10464.85,12,5593,2011-11-30 10:04:00,96,117741.74,1060.74,9,MultiBuy
14064,1334.34,5,1772,2011-11-10 13:14:00,35,19336.43,251.12,28,MultiBuy
14066,152.55,1,45,2011-03-18 12:21:00,1,1067.85,152.55,266,Lapsed
14067,374.7,2,361,2011-10-07 10:21:00,11,9667.56,185.91,63,MultiBuy
14068,265.85,1,73,2011-01-23 16:02:00,1,6380.4,265.85,319,Lapsed
14071,1422.75,8,956,2011-12-06 12:27:00,23,70936.49,220.99,3,MultiBuy
14073,151.04,1,130,2011-11-07 15:49:00,6,1963.52,151.04,31,Active
14075,942.26,3,754,2011-12-05 08:38:00,36,13475.32,313.38,4,MultiBuy
14076,118.67,1,79,2011-08-02 15:19:00,1,5221.48,118.67,128,Active
14077,499.42,5,268,2011-10-30 12:35:00,9,4326.76,103.02,40,Repeat
14078,1049.37,6,310,2011-08-30 12:16:00,12,11677.15,179.65,101,MultiBuy
14079,375.1,1,301,2011-08-07 12:10:00,9,4501.2,375.1,124,Active
14080,45.6,1,48,2011-11-07 11:09:00,4,182.4,45.6,32,Active
14081,921.62,2,592,2011-02-10 16:17:00,16,69568.98,463.79,301,MultiBuy
14082,182.25,1,110,2010-12-10 11:02:00,1,5285.25,182.25,364,Lapsed
14083,1002.9,9,705,2011-12-05 13:14:00,19,53247.27,300.83,3,MultiBuy
14085,4421.29,18,3177,2011-12-07 13:46:00,89,131366.83,293.23,1,MultiBuy
14087,191.47,1,250,2011-12-07 12:41:00,5,13019.96,191.47,2,Active
14088,50491.81,13,12665,2011-11-29 16:16:00,415,4279389.47,7265.52,9,MultiBuy
14089,158.75,1,133,2011-10-14 10:38:00,5,2063.75,158.75,56,Active
14090,76.32,1,72,2011-01-19 10:51:00,1,76.32,76.32,324,Lapsed
14092,4076.91,14,2066,2011-12-02 12:13:00,114,73990.01,345.75,7,MultiBuy
14093,433.86,1,391,2011-11-27 16:27:00,5,43386.0,433.86,11,Active
14096,53258.43,17,16336,2011-12-05 17:17:00,278,23252406.19,4563.77,3,MultiBuy
14098,147.35,1,104,2011-11-03 10:13:00,3,3094.35,147.35,36,Active
14099,3104.17,11,2179,2011-11-23 13:53:00,87,73370.09,293.48,15,MultiBuy
14100,191.95,1,63,2011-07-25 11:01:00,0,4798.75,191.95,137,Active
14101,5976.79,6,6942,2011-09-27 12:28:00,33,35893.92,1025.54,73,MultiBuy
14102,1105.88,5,769,2011-12-04 15:38:00,28,14432.92,248.84,4,MultiBuy
14104,216.21,2,72,2011-07-08 12:50:00,2,2323.84,110.66,154,Repeat
14105,1266.23,1,800,2011-04-14 17:58:00,36,93701.02,1266.23,238,MultiBuy
14107,2703.23,7,1793,2011-10-19 12:12:00,85,53163.66,432.22,51,MultiBuy
14108,597.91,2,381,2011-11-09 10:41:00,19,10179.72,299.4,30,MultiBuy
14109,144.2,1,88,2011-09-28 10:18:00,6,1297.8,144.2,72,Active
14110,5683.15,12,2445,2011-12-06 12:26:00,129,101641.01,655.75,3,MultiBuy
14111,677.85,4,457,2011-11-25 13:44:00,7,1967.4,218.6,13,Repeat
14112,2915.15,7,1651,2011-11-17 12:30:00,102,99476.57,621.73,22,MultiBuy
14113,1840.42,4,745,2011-12-06 12:18:00,25,15698.02,461.71,3,MultiBuy
14114,386.53,2,101,2011-03-11 09:42:00,5,2912.03,194.14,273,Repeat
14116,1382.74,5,707,2011-11-20 10:29:00,33,20868.8,289.84,19,MultiBuy
14117,90.0,1,72,2011-07-19 09:49:00,3,270.0,90.0,143,Active
14121,2780.15,4,2082,2011-12-06 12:19:00,105,136472.48,858.32,3,MultiBuy
14124,419.58,1,1618,2011-09-16 13:32:00,5,2097.9,419.58,83,Active
14125,2720.63,3,1628,2011-11-29 12:47:00,86,180881.8,1089.65,10,MultiBuy
14126,691.13,3,507,2011-12-02 11:45:00,7,3667.41,261.96,7,Repeat
14127,709.71,3,321,2011-08-09 10:49:00,22,11393.2,258.94,122,MultiBuy
14128,637.5,2,564,2011-10-10 12:00:00,28,14688.92,319.32,60,MultiBuy
14129,1123.86,5,592,2011-12-08 11:02:00,31,14304.89,275.09,1,MultiBuy
14130,480.91,1,257,2011-01-24 16:05:00,4,31740.06,480.91,318,Lapsed
14132,3586.03,11,3368,2011-12-07 13:35:00,149,65316.92,326.58,1,MultiBuy
14133,605.64,3,348,2011-08-02 11:34:00,19,8052.84,287.6,129,MultiBuy
14135,4690.31,15,3850,2011-12-08 11:38:00,91,52755.62,393.7,1,MultiBuy
14138,965.88,2,600,2011-12-08 12:44:00,31,24713.1,537.24,1,MultiBuy
14139,415.82,1,510,2011-10-24 13:34:00,22,10811.32,415.82,45,MultiBuy
14140,935.05,2,811,2011-12-06 09:05:00,44,31885.16,483.11,3,MultiBuy
14141,915.13,4,355,2011-12-07 09:53:00,20,9651.4,241.28,2,MultiBuy
14142,311.81,1,313,2010-12-01 16:33:00,16,6859.82,311.81,372,MultiBuy
14143,115.8,1,30,2011-07-29 09:48:00,1,810.6,115.8,133,Active
14145,3742.2,4,756,2011-10-24 12:10:00,11,11167.2,1015.2,46,MultiBuy
14146,4191.0,5,2437,2011-12-01 10:18:00,122,197154.63,938.83,8,MultiBuy
14147,483.4,2,108,2011-09-22 18:10:00,5,1267.4,253.48,77,Repeat
14148,157.2,1,16,2011-04-20 12:02:00,1,471.6,157.2,233,Lapsed
14149,446.62,1,218,2011-05-03 09:44:00,7,12505.36,446.62,220,Lapsed
14150,658.64,2,496,2011-11-04 10:05:00,22,8608.6,331.1,35,MultiBuy
14152,621.29,2,711,2011-09-25 12:54:00,45,15256.39,311.35,74,MultiBuy
14154,1345.62,2,465,2011-04-14 16:26:00,16,38529.1,740.94,238,MultiBuy
14155,118.75,1,25,2011-03-18 14:13:00,1,712.5,118.75,265,Lapsed
14156,116560.08,54,57755,2011-11-30 10:54:00,856,3933736.62,2846.41,9,MultiBuy
14157,424.89,2,271,2011-11-20 11:32:00,8,11361.05,246.98,19,Repeat
14158,507.66,1,781,2011-10-30 15:08:00,33,20814.06,507.66,39,MultiBuy
14159,4627.98,11,4345,2011-11-20 12:36:00,68,568662.71,484.38,19,MultiBuy
14161,1097.62,3,450,2011-05-08 11:41:00,8,43163.69,415.04,215,Repeat
14162,289.36,2,142,2011-06-19 11:36:00,4,3650.0,146.0,173,Repeat
14163,2445.91,4,893,2011-09-13 15:18:00,28,33033.55,635.26,86,MultiBuy
14164,1631.77,2,1033,2011-09-30 12:24:00,29,36023.56,1242.19,70,MultiBuy
14165,120.44,1,53,2011-03-09 12:39:00,0,2890.56,120.44,275,Lapsed
14167,562.59,4,147,2011-10-31 14:29:00,1,7136.49,142.73,38,Repeat
14171,363.79,1,167,2011-09-02 16:43:00,3,21099.82,363.79,97,Active
14173,450.84,4,150,2011-11-29 11:54:00,5,3796.91,130.93,10,Repeat
14174,134.46,1,94,2011-11-06 13:17:00,0,3495.96,134.46,32,Active
14175,3222.3,3,1515,2011-10-11 11:55:00,79,224615.81,1507.49,59,MultiBuy
14176,576.9,4,209,2011-02-15 13:12:00,10,5735.15,185.0,296,MultiBuy
14177,549.46,4,204,2011-09-14 15:11:00,9,6120.91,149.29,85,Repeat
14178,1580.26,7,1492,2011-12-01 12:01:00,35,76647.3,242.55,8,MultiBuy
14179,701.57,2,319,2011-10-30 12:07:00,3,70263.58,447.54,40,Repeat
14180,4748.52,25,719,2011-11-29 10:56:00,7,50926.44,212.19,10,Repeat
14184,452.89,1,127,2011-10-04 12:43:00,5,10869.36,452.89,66,Active
14185,197.65,1,6,2011-01-12 13:52:00,0,592.95,197.65,330,Lapsed
14188,2054.36,6,1162,2011-11-09 12:45:00,63,22407.86,344.74,30,MultiBuy
14189,4654.08,15,3937,2011-12-07 15:55:00,174,88970.45,335.74,1,MultiBuy
14191,4684.76,13,3662,2011-12-08 09:23:00,197,103115.15,398.13,1,MultiBuy
14193,853.39,2,445,2011-10-03 09:34:00,21,17904.57,426.3,67,MultiBuy
14194,11349.52,21,5840,2011-12-05 10:38:00,306,393329.97,679.33,4,MultiBuy
14195,1012.0,2,760,2011-05-22 10:29:00,5,4509.2,644.17,201,Repeat
14196,335.52,1,142,2011-08-25 10:25:00,4,2013.12,335.52,106,Active
14198,701.4,4,290,2011-11-21 16:35:00,8,6863.25,175.98,17,Repeat
14199,185.4,1,28,2011-05-05 13:44:00,2,370.8,185.4,217,Lapsed
14201,747.44,7,590,2011-10-10 13:27:00,20,4218.7,114.02,59,MultiBuy
14204,150.61,1,72,2011-12-07 13:38:00,0,5873.79,150.61,1,Active
14205,466.7,2,204,2011-11-23 10:55:00,12,5558.6,231.61,16,MultiBuy
14206,328.16,1,276,2011-04-14 16:38:00,17,6563.2,328.16,238,MultiBuy
14208,151.74,1,114,2011-09-06 12:48:00,4,1517.4,151.74,94,Active
14209,2073.43,6,691,2011-11-29 10:18:00,23,31592.34,363.13,10,MultiBuy
14210,1905.84,6,760,2011-08-26 12:36:00,33,32687.25,320.46,105,MultiBuy
14211,2241.1,9,1242,2011-10-17 13:23:00,63,34782.03,310.55,52,MultiBuy
14212,1070.48,1,1152,2011-09-11 12:45:00,9,9634.32,1070.48,89,Active
14214,1004.38,5,751,2011-11-09 10:31:00,38,27556.2,411.29,30,MultiBuy
14215,1789.72,6,1358,2011-11-28 12:19:00,72,43172.58,399.75,11,MultiBuy
14216,1824.3,4,593,2011-12-06 14:56:00,28,27752.62,478.49,2,MultiBuy
14217,2004.98,17,689,2011-12-08 11:53:00,22,12115.46,121.15,1,MultiBuy
14218,169.48,1,160,2011-10-28 10:00:00,10,2033.76,169.48,42,MultiBuy
14219,89.94,1,78,2011-12-05 16:23:00,5,629.58,89.94,3,Active
14220,632.4,2,272,2011-04-06 13:23:00,10,6636.98,316.05,246,MultiBuy
14221,3432.8,9,2191,2011-10-28 13:42:00,105,98302.84,509.34,41,MultiBuy
14222,683.17,1,607,2011-06-15 16:42:00,32,28009.97,683.17,176,MultiBuy
14223,991.13,3,585,2011-09-08 13:38:00,25,19899.03,331.65,91,MultiBuy
14224,1009.73,4,483,2011-08-21 13:24:00,12,28114.84,248.8,109,MultiBuy
14226,2214.79,5,1296,2011-11-11 11:34:00,48,41372.53,626.86,28,MultiBuy
14227,3350.96,10,1820,2011-11-13 15:48:00,117,101367.5,579.24,25,MultiBuy
14229,1547.2,3,610,2011-10-19 10:04:00,32,21961.34,549.03,51,MultiBuy
14231,925.71,3,409,2011-06-09 11:05:00,27,15434.17,308.68,183,MultiBuy
14232,2048.07,5,1941,2011-10-28 11:09:00,87,56918.84,494.95,42,MultiBuy
14233,1462.72,4,680,2011-10-21 15:54:00,26,14571.05,416.32,48,MultiBuy
14234,754.12,4,951,2011-11-17 17:53:00,39,45897.4,312.23,21,MultiBuy
14235,3144.86,5,1959,2011-09-25 14:37:00,69,56409.67,714.05,74,MultiBuy
14236,490.86,2,310,2011-09-20 09:13:00,13,4186.62,279.11,80,MultiBuy
14237,161.0,1,38,2010-12-01 13:20:00,1,1449.0,161.0,372,Lapsed
14238,146.85,1,111,2011-01-17 14:40:00,5,1174.8,146.85,325,Lapsed
14239,2380.85,11,993,2011-10-27 14:40:00,56,30649.95,273.66,42,MultiBuy
14240,890.34,2,418,2011-11-09 13:45:00,21,23500.18,559.53,29,MultiBuy
14241,213.7,1,146,2011-06-09 11:46:00,8,2137.0,213.7,183,Lapsed
14242,280.55,2,123,2011-04-19 11:46:00,8,2244.4,140.27,234,Repeat
14243,2588.77,10,1221,2011-12-01 11:12:00,49,40548.01,287.57,8,MultiBuy
14245,1693.45,2,976,2011-05-04 08:40:00,49,95564.05,884.85,219,MultiBuy
14246,1474.06,3,804,2011-08-21 11:50:00,32,36922.09,492.29,110,MultiBuy
14247,136.77,1,47,2011-03-06 15:21:00,0,2735.4,136.77,277,Lapsed
14248,302.58,1,102,2011-01-25 14:45:00,6,2420.64,302.58,317,Lapsed
14250,1904.05,3,1200,2011-12-02 14:30:00,62,104106.72,937.9,6,MultiBuy
14251,2879.7,5,1674,2011-12-08 08:32:00,71,62668.86,803.45,1,MultiBuy
14256,969.06,2,414,2011-03-24 13:17:00,11,26112.72,492.69,259,MultiBuy
14257,3099.72,5,1682,2011-10-06 16:54:00,74,86940.74,820.2,63,MultiBuy
14258,12669.98,9,7100,2011-11-30 15:27:00,111,217038.9,1955.31,8,MultiBuy
14259,120.0,1,68,2011-07-21 10:44:00,4,600.0,120.0,141,Active
14261,1163.45,2,406,2011-10-20 10:04:00,22,44006.65,846.28,50,MultiBuy
14262,2618.23,8,1645,2011-12-01 14:17:00,83,52552.04,367.5,7,MultiBuy
14264,333.97,2,70,2011-07-08 10:20:00,2,3197.74,188.1,154,Repeat
14265,530.18,2,330,2011-08-22 13:32:00,13,8230.83,265.51,108,MultiBuy
14267,1516.24,3,530,2011-06-30 10:09:00,21,29542.4,537.13,162,MultiBuy
14270,492.65,1,197,2011-01-12 09:33:00,7,14286.85,492.65,331,Lapsed
14271,112.32,1,88,2011-04-28 12:47:00,6,1123.2,112.32,225,Lapsed
14272,437.96,2,599,2011-09-27 10:08:00,26,8703.47,263.74,73,MultiBuy
14273,559.97,4,264,2011-10-19 13:20:00,20,4516.57,155.74,50,MultiBuy
14276,1119.74,3,744,2011-09-02 09:45:00,49,23969.74,374.53,98,MultiBuy
14277,4152.0,3,1974,2011-11-24 15:01:00,63,386593.1,1749.29,14,MultiBuy
14280,134.04,1,52,2011-05-27 10:37:00,3,1072.32,134.04,196,Lapsed
14282,3701.44,15,2656,2011-12-06 17:04:00,138,44582.26,289.5,2,MultiBuy
14284,595.25,2,161,2011-11-09 08:11:00,4,9797.15,306.16,30,Repeat
14285,1910.01,4,541,2011-11-18 14:50:00,19,23249.28,861.08,20,MultiBuy
14286,4628.75,3,4338,2011-11-16 10:34:00,205,497374.27,1776.34,23,MultiBuy
14287,176.63,3,261,2011-12-01 13:25:00,7,682.03,75.78,7,Repeat
14288,426.6,1,188,2011-05-10 13:22:00,9,6825.6,426.6,212,Lapsed
14289,911.26,6,292,2011-12-01 11:44:00,12,9542.98,203.04,8,MultiBuy
14290,2314.65,5,915,2011-11-28 14:02:00,36,54153.28,536.17,10,MultiBuy
14291,3883.25,11,2749,2011-12-08 10:26:00,143,141416.84,596.7,1,MultiBuy
14292,4871.93,9,1663,2011-12-02 11:50:00,66,72790.79,727.91,7,MultiBuy
14293,1046.56,4,709,2011-12-06 15:17:00,44,17090.67,280.17,2,MultiBuy
14295,166.2,1,84,2011-10-30 15:50:00,5,831.0,166.2,39,Active
14297,1305.33,4,865,2011-11-22 09:06:00,43,29123.33,469.73,17,MultiBuy
14298,51527.3,44,58343,2011-12-01 13:12:00,1471,4465273.11,2727.72,7,MultiBuy
14299,3965.62,9,2149,2011-12-01 16:05:00,93,82821.25,579.17,7,MultiBuy
14300,43.2,1,32,2011-11-21 08:57:00,3,129.6,43.2,18,Active
14301,640.14,1,606,2011-08-14 15:33:00,13,8321.82,640.14,116,MultiBuy
14304,383.45,1,139,2011-05-01 11:50:00,6,6518.65,383.45,222,Lapsed
14305,1843.96,3,1088,2011-09-29 15:29:00,65,96826.87,931.03,70,MultiBuy
14306,2093.32,2,1075,2011-10-19 13:23:00,26,47009.1,1424.52,50,MultiBuy
14307,2995.72,6,2058,2011-09-12 09:38:00,101,109636.68,609.09,88,MultiBuy
14309,2352.53,9,1633,2011-12-01 13:33:00,67,33459.42,285.98,7,MultiBuy
14311,310.26,1,146,2011-04-11 10:14:00,5,6205.2,310.26,242,Lapsed
